marker,LG,position,TIG,position,bp,Mbp,,,,LG
TIG019_3715343,LG10_TIG058,88.63636364,TIG019,3715343,4141906,4.141906,,,,
TIG019_3746575,LG10_TIG058,88.63636364,TIG019,3746575,4173138,4.173138,,,,
TIG019_3746596,LG10_TIG058,88.63636364,TIG019,3746596,4173159,4.173159,,,,
TIG019_3746728,LG10_TIG058,88.63636364,TIG019,3746728,4173291,4.173291,,,,
TIG019_3746914,LG10_TIG058,88.63636364,TIG019,3746914,4173477,4.173477,,,,
TIG019_3746923,LG10_TIG058,88.63636364,TIG019,3746923,4173486,4.173486,,,,
TIG019_3765522,LG10_TIG058,88.63636364,TIG019,3765522,4192085,4.192085,,,,
TIG019_3765529,LG10_TIG058,88.63636364,TIG019,3765529,4192092,4.192092,,,,
TIG019_3765547,LG10_TIG058,88.63636364,TIG019,3765547,4192110,4.19211,,,,
TIG019_3765587,LG10_TIG058,88.63636364,TIG019,3765587,4192150,4.19215,,,,
TIG019_3765600,LG10_TIG058,88.63636364,TIG019,3765600,4192163,4.192163,,,,
TIG019_3825094,LG10_TIG058,88.63636364,TIG019,3825094,4251657,4.251657,,,,
TIG019_3831975,LG10_TIG058,88.63636364,TIG019,3831975,4258538,4.258538,,,,
ENDOFTIG,LG10_TIG058,NA,TIG019,0,4317697,4.317697,,,,
TIG070_293963,LG10_TIG058,89.77272727,TIG070,293963,4353526,4.353526,,,,
TIG070_180063,LG10_TIG058,89.77272727,TIG070,180063,4467426,4.467426,,,,
TIG070_180009,LG10_TIG058,89.77272727,TIG070,180009,4467480,4.46748,,,,
TIG070_179632,LG10_TIG058,89.77272727,TIG070,179632,4467857,4.467857,,,,
TIG070_179588,LG10_TIG058,89.77272727,TIG070,179588,4467901,4.467901,,,,
TIG070_179548,LG10_TIG058,89.77272727,TIG070,179548,4467941,4.467941,,,,
TIG070_83792,LG10_TIG058,89.77272727,TIG070,83792,4563697,4.563697,,,,
ENDOFTIG,LG10_TIG058,NA,TIG070,0,4647489,4.647489,,,,
TIG118_83501,LG12,0,TIG118,83501,83501,0.083501,,,,
TIG118_83569,LG12,0,TIG118,83569,83569,0.083569,,,,
TIG118_83578,LG12,0,TIG118,83578,83578,0.083578,,,,
TIG118_246648,LG12,11.36363636,TIG118,246648,246648,0.246648,,,,
TIG118_247168,LG12,11.36363636,TIG118,247168,247168,0.247168,,,,
TIG118_247227,LG12,11.36363636,TIG118,247227,247227,0.247227,,,,
TIG118_247378,LG12,11.36363636,TIG118,247378,247378,0.247378,,,,
TIG118_247408,LG12,11.36363636,TIG118,247408,247408,0.247408,,,,
TIG118_261832,LG12,11.36363636,TIG118,261832,261832,0.261832,,,,
TIG118_294693,LG12,11.36363636,TIG118,294693,294693,0.294693,,,,
TIG118_294718,LG12,11.36363636,TIG118,294718,294718,0.294718,,,,
TIG118_294769,LG12,11.36363636,TIG118,294769,294769,0.294769,,,,
TIG118_294881,LG12,11.36363636,TIG118,294881,294881,0.294881,,,,
TIG118_294904,LG12,11.36363636,TIG118,294904,294904,0.294904,,,,
TIG118_294909,LG12,11.36363636,TIG118,294909,294909,0.294909,,,,
TIG118_308408,LG12,11.36363636,TIG118,308408,308408,0.308408,,,,
TIG118_311637,LG12,11.36363636,TIG118,311637,311637,0.311637,,,,
TIG118_311672,LG12,11.36363636,TIG118,311672,311672,0.311672,,,,
TIG118_311681,LG12,11.36363636,TIG118,311681,311681,0.311681,,,,
TIG118_328275,LG12,11.36363636,TIG118,328275,328275,0.328275,,,,
TIG118_328382,LG12,11.36363636,TIG118,328382,328382,0.328382,,,,
TIG118_328390,LG12,11.36363636,TIG118,328390,328390,0.32839,,,,
TIG118_328486,LG12,11.36363636,TIG118,328486,328486,0.328486,,,,
TIG118_418846,LG12,11.36363636,TIG118,418846,418846,0.418846,,,,
TIG118_418863,LG12,11.36363636,TIG118,418863,418863,0.418863,,,,
TIG118_418877,LG12,11.36363636,TIG118,418877,418877,0.418877,,,,
TIG118_452289,LG12,11.36363636,TIG118,452289,452289,0.452289,,,,
TIG118_452573,LG12,11.36363636,TIG118,452573,452573,0.452573,,,,
TIG118_637090,LG12,17.04545455,TIG118,637090,637090,0.63709,,,,
TIG118_637107,LG12,17.04545455,TIG118,637107,637107,0.637107,,,,
TIG118_637108,LG12,17.04545455,TIG118,637108,637108,0.637108,,,,
TIG118_745753,LG12,17.04545455,TIG118,745753,745753,0.745753,,,,
TIG118_801577,LG12,17.04545455,TIG118,801577,801577,0.801577,,,,
TIG118_801641,LG12,17.04545455,TIG118,801641,801641,0.801641,,,,
TIG118_824730,LG12,17.04545455,TIG118,824730,824730,0.82473,,,,
TIG118_824747,LG12,17.04545455,TIG118,824747,824747,0.824747,,,,
TIG118_838761,LG12,17.04545455,TIG118,838761,838761,0.838761,,,,
TIG118_838785,LG12,17.04545455,TIG118,838785,838785,0.838785,,,,
TIG118_843724,LG12,17.04545455,TIG118,843724,843724,0.843724,,,,
TIG118_843781,LG12,17.04545455,TIG118,843781,843781,0.843781,,,,
TIG118_843795,LG12,17.04545455,TIG118,843795,843795,0.843795,,,,
TIG118_858650,LG12,17.04545455,TIG118,858650,858650,0.85865,,,,
TIG118_858756,LG12,17.04545455,TIG118,858756,858756,0.858756,,,,
TIG118_858772,LG12,17.04545455,TIG118,858772,858772,0.858772,,,,
TIG118_858783,LG12,17.04545455,TIG118,858783,858783,0.858783,,,,
TIG118_1006916,LG12,17.04545455,TIG118,1006916,1006916,1.006916,,,,
TIG118_1006929,LG12,17.04545455,TIG118,1006929,1006929,1.006929,,,,
TIG118_1006976,LG12,17.04545455,TIG118,1006976,1006976,1.006976,,,,
TIG118_1007022,LG12,17.04545455,TIG118,1007022,1007022,1.007022,,,,
TIG118_1007176,LG12,17.04545455,TIG118,1007176,1007176,1.007176,,,,
TIG118_1007332,LG12,17.04545455,TIG118,1007332,1007332,1.007332,,,,
TIG118_1007450,LG12,17.04545455,TIG118,1007450,1007450,1.00745,,,,
TIG118_1008828,LG12,17.04545455,TIG118,1008828,1008828,1.008828,,,,
TIG118_1008857,LG12,17.04545455,TIG118,1008857,1008857,1.008857,,,,
TIG118_1008874,LG12,17.04545455,TIG118,1008874,1008874,1.008874,,,,
TIG118_1009050,LG12,17.04545455,TIG118,1009050,1009050,1.00905,,,,
TIG118_1009073,LG12,17.04545455,TIG118,1009073,1009073,1.009073,,,,
TIG118_1009079,LG12,17.04545455,TIG118,1009079,1009079,1.009079,,,,
TIG118_1015324,LG12,17.04545455,TIG118,1015324,1015324,1.015324,,,,
TIG118_1024332,LG12,17.04545455,TIG118,1024332,1024332,1.024332,,,,
TIG118_1036735,LG12,17.04545455,TIG118,1036735,1036735,1.036735,,,,
TIG118_1040047,LG12,17.04545455,TIG118,1040047,1040047,1.040047,,,,
TIG118_1181852,LG12,17.04545455,TIG118,1181852,1181852,1.181852,,,,
TIG118_1181872,LG12,17.04545455,TIG118,1181872,1181872,1.181872,,,,
TIG118_1181911,LG12,17.04545455,TIG118,1181911,1181911,1.181911,,,,
TIG118_1254000,LG12,17.04545455,TIG118,1254000,1254000,1.254,,,,
TIG118_1254019,LG12,17.04545455,TIG118,1254019,1254019,1.254019,,,,
TIG118_1281316,LG12,17.04545455,TIG118,1281316,1281316,1.281316,,,,
TIG118_1281396,LG12,17.04545455,TIG118,1281396,1281396,1.281396,,,,
TIG118_1281524,LG12,17.04545455,TIG118,1281524,1281524,1.281524,,,,
TIG118_1281544,LG12,17.04545455,TIG118,1281544,1281544,1.281544,,,,
TIG118_1281577,LG12,17.04545455,TIG118,1281577,1281577,1.281577,,,,
TIG118_1281599,LG12,17.04545455,TIG118,1281599,1281599,1.281599,,,,
TIG118_1331507,LG12,17.04545455,TIG118,1331507,1331507,1.331507,,,,
TIG118_1337488,LG12,17.04545455,TIG118,1337488,1337488,1.337488,,,,
TIG118_1397923,LG12,17.04545455,TIG118,1397923,1397923,1.397923,,,,
TIG118_1397982,LG12,17.04545455,TIG118,1397982,1397982,1.397982,,,,
ENDOFTIG,LG12,NA,TIG118,0,1448960,1.44896,,,,
TIG121_6208057,LG12,17.04545455,TIG121,6208057,1595544,1.595544,,,,
TIG121_6208010,LG12,17.04545455,TIG121,6208010,1595591,1.595591,,,,
TIG121_6207987,LG12,17.04545455,TIG121,6207987,1595614,1.595614,,,,
TIG121_6207972,LG12,17.04545455,TIG121,6207972,1595629,1.595629,,,,
TIG121_6207970,LG12,17.04545455,TIG121,6207970,1595631,1.595631,,,,
TIG121_6207938,LG12,17.04545455,TIG121,6207938,1595663,1.595663,,,,
TIG121_6207932,LG12,17.04545455,TIG121,6207932,1595669,1.595669,,,,
TIG121_6207867,LG12,17.04545455,TIG121,6207867,1595734,1.595734,,,,
TIG121_6096307,LG12,20.45454545,TIG121,6096307,1707294,1.707294,,,,
TIG121_6041362,LG12,20.45454545,TIG121,6041362,1762239,1.762239,,,,
TIG121_6004334,LG12,20.45454545,TIG121,6004334,1799267,1.799267,,,,
TIG121_5981336,LG12,20.45454545,TIG121,5981336,1822265,1.822265,,,,
TIG121_5981324,LG12,20.45454545,TIG121,5981324,1822277,1.822277,,,,
TIG121_5981206,LG12,20.45454545,TIG121,5981206,1822395,1.822395,,,,
TIG121_5981200,LG12,20.45454545,TIG121,5981200,1822401,1.822401,,,,
TIG121_5981189,LG12,20.45454545,TIG121,5981189,1822412,1.822412,,,,
TIG121_5981085,LG12,20.45454545,TIG121,5981085,1822516,1.822516,,,,
TIG121_5954337,LG12,21.59090909,TIG121,5954337,1849264,1.849264,,,,
TIG121_5954323,LG12,21.59090909,TIG121,5954323,1849278,1.849278,,,,
TIG121_5954242,LG12,21.59090909,TIG121,5954242,1849359,1.849359,,,,
TIG121_5933899,LG12,21.59090909,TIG121,5933899,1869702,1.869702,,,,
TIG121_5929357,LG12,21.59090909,TIG121,5929357,1874244,1.874244,,,,
TIG121_5929153,LG12,21.59090909,TIG121,5929153,1874448,1.874448,,,,
TIG121_5929063,LG12,21.59090909,TIG121,5929063,1874538,1.874538,,,,
TIG121_5928953,LG12,21.59090909,TIG121,5928953,1874648,1.874648,,,,
TIG121_5913929,LG12,21.59090909,TIG121,5913929,1889672,1.889672,,,,
TIG121_5912446,LG12,21.59090909,TIG121,5912446,1891155,1.891155,,,,
TIG121_5882189,LG12,21.59090909,TIG121,5882189,1921412,1.921412,,,,
TIG121_5877606,LG12,21.59090909,TIG121,5877606,1925995,1.925995,,,,
TIG121_5841514,LG12,21.59090909,TIG121,5841514,1962087,1.962087,,,,
TIG121_5841496,LG12,21.59090909,TIG121,5841496,1962105,1.962105,,,,
TIG121_5699348,LG12,25,TIG121,5699348,2104253,2.104253,,,,
TIG121_5699308,LG12,25,TIG121,5699308,2104293,2.104293,,,,
TIG121_5694505,LG12,25,TIG121,5694505,2109096,2.109096,,,,
TIG121_5694489,LG12,25,TIG121,5694489,2109112,2.109112,,,,
TIG121_5694432,LG12,25,TIG121,5694432,2109169,2.109169,,,,
TIG121_5641210,LG12,25,TIG121,5641210,2162391,2.162391,,,,
TIG121_5625724,LG12,25,TIG121,5625724,2177877,2.177877,,,,
TIG121_5341467,LG12,26.13636364,TIG121,5341467,2462134,2.462134,,,,
TIG121_5341457,LG12,26.13636364,TIG121,5341457,2462144,2.462144,,,,
TIG121_5324244,LG12,26.13636364,TIG121,5324244,2479357,2.479357,,,,
TIG121_5258205,LG12,27.27272727,TIG121,5258205,2545396,2.545396,,,,
TIG121_5251461,LG12,27.27272727,TIG121,5251461,2552140,2.55214,,,,
TIG121_5203335,LG12,46.59090909,TIG121,5203335,2600266,2.600266,,,,
TIG121_5202730,LG12,46.59090909,TIG121,5202730,2600871,2.600871,,,,
TIG121_5183654,LG12,46.59090909,TIG121,5183654,2619947,2.619947,,,,
TIG121_5163072,LG12,46.59090909,TIG121,5163072,2640529,2.640529,,,,
TIG121_4949154,LG12,46.59090909,TIG121,4949154,2854447,2.854447,,,,
TIG121_4704084,LG12,46.59090909,TIG121,4704084,3099517,3.099517,,,,
TIG121_4693378,LG12,46.59090909,TIG121,4693378,3110223,3.110223,,,,
TIG121_4606833,LG12,46.59090909,TIG121,4606833,3196768,3.196768,,,,
TIG121_4599685,LG12,46.59090909,TIG121,4599685,3203916,3.203916,,,,
TIG121_4596011,LG12,47.72727273,TIG121,4596011,3207590,3.20759,,,,
TIG121_4595978,LG12,47.72727273,TIG121,4595978,3207623,3.207623,,,,
TIG121_4309411,LG12,60.22727273,TIG121,4309411,3494190,3.49419,,,,
TIG121_4309381,LG12,60.22727273,TIG121,4309381,3494220,3.49422,,,,
TIG121_4264081,LG12,61.36363636,TIG121,4264081,3539520,3.53952,,,,
TIG121_4253122,LG12,61.36363636,TIG121,4253122,3550479,3.550479,,,,
TIG121_4252940,LG12,61.36363636,TIG121,4252940,3550661,3.550661,,,,
TIG121_4110797,LG12,61.36363636,TIG121,4110797,3692804,3.692804,,,,
TIG121_4110632,LG12,61.36363636,TIG121,4110632,3692969,3.692969,,,,
TIG121_3998434,LG12,61.36363636,TIG121,3998434,3805167,3.805167,,,,
TIG121_3998412,LG12,61.36363636,TIG121,3998412,3805189,3.805189,,,,
TIG121_3998402,LG12,61.36363636,TIG121,3998402,3805199,3.805199,,,,
TIG121_3821570,LG12,63.63636364,TIG121,3821570,3982031,3.982031,,,,
TIG121_3655030,LG12,63.63636364,TIG121,3655030,4148571,4.148571,,,,
TIG121_3654849,LG12,63.63636364,TIG121,3654849,4148752,4.148752,,,,
TIG121_2098036,LG12,79.54545455,TIG121,2098036,5705565,5.705565,,,,
TIG121_2097970,LG12,79.54545455,TIG121,2097970,5705631,5.705631,,,,
TIG121_2097929,LG12,79.54545455,TIG121,2097929,5705672,5.705672,,,,
TIG121_2097923,LG12,79.54545455,TIG121,2097923,5705678,5.705678,,,,
TIG121_2023881,LG12,79.54545455,TIG121,2023881,5779720,5.77972,,,,
TIG121_1949168,LG12,79.54545455,TIG121,1949168,5854433,5.854433,,,,
TIG121_1944977,LG12,79.54545455,TIG121,1944977,5858624,5.858624,,,,
TIG121_1836950,LG12,79.54545455,TIG121,1836950,5966651,5.966651,,,,
TIG121_1821386,LG12,79.54545455,TIG121,1821386,5982215,5.982215,,,,
TIG121_1821385,LG12,79.54545455,TIG121,1821385,5982216,5.982216,,,,
TIG121_1820389,LG12,79.54545455,TIG121,1820389,5983212,5.983212,,,,
TIG121_1789326,LG12,79.54545455,TIG121,1789326,6014275,6.014275,,,,
TIG121_1666027,LG12,80.68181818,TIG121,1666027,6137574,6.137574,,,,
TIG121_1666009,LG12,80.68181818,TIG121,1666009,6137592,6.137592,,,,
TIG121_1601230,LG12,80.68181818,TIG121,1601230,6202371,6.202371,,,,
TIG121_1601164,LG12,80.68181818,TIG121,1601164,6202437,6.202437,,,,
TIG121_1601152,LG12,80.68181818,TIG121,1601152,6202449,6.202449,,,,
TIG121_1505784,LG12,80.68181818,TIG121,1505784,6297817,6.297817,,,,
TIG121_1288112,LG12,100,TIG121,1288112,6515489,6.515489,,,,
TIG121_1288083,LG12,100,TIG121,1288083,6515518,6.515518,,,,
TIG121_1287838,LG12,100,TIG121,1287838,6515763,6.515763,,,,
TIG121_1287794,LG12,100,TIG121,1287794,6515807,6.515807,,,,
TIG121_1287718,LG12,100,TIG121,1287718,6515883,6.515883,,,,
TIG121_1287456,LG12,100,TIG121,1287456,6516145,6.516145,,,,
TIG121_1287436,LG12,100,TIG121,1287436,6516165,6.516165,,,,
TIG121_1287417,LG12,100,TIG121,1287417,6516184,6.516184,,,,
TIG121_1241981,LG12,100,TIG121,1241981,6561620,6.56162,,,,
TIG121_1100097,LG12,103.4090909,TIG121,1100097,6703504,6.703504,,,,
TIG121_983108,LG12,117.0454545,TIG121,983108,6820493,6.820493,,,,
TIG121_983102,LG12,117.0454545,TIG121,983102,6820499,6.820499,,,,
TIG121_983092,LG12,117.0454545,TIG121,983092,6820509,6.820509,,,,
TIG121_983084,LG12,117.0454545,TIG121,983084,6820517,6.820517,,,,
TIG121_884905,LG12,119.3181818,TIG121,884905,6918696,6.918696,,,,
TIG121_808118,LG12,119.3181818,TIG121,808118,6995483,6.995483,,,,
TIG121_808113,LG12,119.3181818,TIG121,808113,6995488,6.995488,,,,
TIG121_721963,LG12,122.7272727,TIG121,721963,7081638,7.081638,,,,
TIG121_707839,LG12,122.7272727,TIG121,707839,7095762,7.095762,,,,
TIG121_707758,LG12,122.7272727,TIG121,707758,7095843,7.095843,,,,
TIG121_707731,LG12,122.7272727,TIG121,707731,7095870,7.09587,,,,
TIG121_707652,LG12,122.7272727,TIG121,707652,7095949,7.095949,,,,
TIG121_707542,LG12,122.7272727,TIG121,707542,7096059,7.096059,,,,
TIG121_705776,LG12,122.7272727,TIG121,705776,7097825,7.097825,,,,
TIG121_705244,LG12,122.7272727,TIG121,705244,7098357,7.098357,,,,
TIG121_622781,LG12,122.7272727,TIG121,622781,7180820,7.18082,,,,
TIG121_617923,LG12,122.7272727,TIG121,617923,7185678,7.185678,,,,
TIG121_617910,LG12,122.7272727,TIG121,617910,7185691,7.185691,,,,
TIG121_617407,LG12,122.7272727,TIG121,617407,7186194,7.186194,,,,
TIG121_617392,LG12,122.7272727,TIG121,617392,7186209,7.186209,,,,
TIG121_617350,LG12,122.7272727,TIG121,617350,7186251,7.186251,,,,
TIG121_478579,LG12,123.8636364,TIG121,478579,7325022,7.325022,,,,
TIG121_478578,LG12,123.8636364,TIG121,478578,7325023,7.325023,,,,
TIG121_478572,LG12,123.8636364,TIG121,478572,7325029,7.325029,,,,
TIG121_439142,LG12,123.8636364,TIG121,439142,7364459,7.364459,,,,
TIG121_439096,LG12,123.8636364,TIG121,439096,7364505,7.364505,,,,
TIG121_439068,LG12,123.8636364,TIG121,439068,7364533,7.364533,,,,
TIG121_383519,LG12,125,TIG121,383519,7420082,7.420082,,,,
TIG121_236910,LG12,130.6818182,TIG121,236910,7566691,7.566691,,,,
TIG121_206412,LG12,130.6818182,TIG121,206412,7597189,7.597189,,,,
TIG121_206347,LG12,130.6818182,TIG121,206347,7597254,7.597254,,,,
TIG121_193584,LG12,130.6818182,TIG121,193584,7610017,7.610017,,,,
TIG121_82223,LG12,130.6818182,TIG121,82223,7721378,7.721378,,,,
TIG121_82190,LG12,130.6818182,TIG121,82190,7721411,7.721411,,,,
TIG121_82051,LG12,130.6818182,TIG121,82051,7721550,7.72155,,,,
TIG121_82034,LG12,130.6818182,TIG121,82034,7721567,7.721567,,,,
TIG121_81941,LG12,130.6818182,TIG121,81941,7721660,7.72166,,,,
TIG121_81936,LG12,130.6818182,TIG121,81936,7721665,7.721665,,,,
TIG121_81909,LG12,130.6818182,TIG121,81909,7721692,7.721692,,,,
TIG121_81884,LG12,130.6818182,TIG121,81884,7721717,7.721717,,,,
TIG121_81818,LG12,130.6818182,TIG121,81818,7721783,7.721783,,,,
TIG121_54241,LG12,130.6818182,TIG121,54241,7749360,7.74936,,,,
TIG121_54156,LG12,130.6818182,TIG121,54156,7749445,7.749445,,,,
TIG121_54151,LG12,130.6818182,TIG121,54151,7749450,7.74945,,,,
TIG121_54146,LG12,130.6818182,TIG121,54146,7749455,7.749455,,,,
TIG121_54126,LG12,130.6818182,TIG121,54126,7749475,7.749475,,,,
TIG121_49674,LG12,130.6818182,TIG121,49674,7753927,7.753927,,,,
TIG121_49631,LG12,130.6818182,TIG121,49631,7753970,7.75397,,,,
TIG121_46966,LG12,130.6818182,TIG121,46966,7756635,7.756635,,,,
TIG121_46950,LG12,130.6818182,TIG121,46950,7756651,7.756651,,,,
TIG121_46777,LG12,130.6818182,TIG121,46777,7756824,7.756824,,,,
TIG121_46751,LG12,130.6818182,TIG121,46751,7756850,7.75685,,,,
TIG121_38755,LG12,130.6818182,TIG121,38755,7764846,7.764846,,,,
TIG121_38704,LG12,130.6818182,TIG121,38704,7764897,7.764897,,,,
TIG121_38671,LG12,130.6818182,TIG121,38671,7764930,7.76493,,,,
TIG121_36427,LG12,130.6818182,TIG121,36427,7767174,7.767174,,,,
TIG121_35218,LG12,130.6818182,TIG121,35218,7768383,7.768383,,,,
TIG121_35197,LG12,130.6818182,TIG121,35197,7768404,7.768404,,,,
TIG121_35187,LG12,130.6818182,TIG121,35187,7768414,7.768414,,,,
TIG121_35035,LG12,130.6818182,TIG121,35035,7768566,7.768566,,,,
TIG121_35015,LG12,130.6818182,TIG121,35015,7768586,7.768586,,,,
TIG121_35001,LG12,130.6818182,TIG121,35001,7768600,7.7686,,,,
ENDOFTIG,LG12,NA,TIG121,0,7803601,7.803601,,,,
TIG125_213170,LG13,0,TIG125,213170,213170,0.21317,,,,
TIG125_235335,LG13,34.09090909,TIG125,235335,235335,0.235335,,,,
TIG125_319510,LG13,34.09090909,TIG125,319510,319510,0.31951,,,,
TIG125_319556,LG13,34.09090909,TIG125,319556,319556,0.319556,,,,
TIG125_319574,LG13,34.09090909,TIG125,319574,319574,0.319574,,,,
TIG125_327505,LG13,34.09090909,TIG125,327505,327505,0.327505,,,,
TIG125_362041,LG13,34.09090909,TIG125,362041,362041,0.362041,,,,
TIG125_362048,LG13,34.09090909,TIG125,362048,362048,0.362048,,,,
TIG125_362200,LG13,34.09090909,TIG125,362200,362200,0.3622,,,,
TIG125_362216,LG13,34.09090909,TIG125,362216,362216,0.362216,,,,
TIG125_362219,LG13,34.09090909,TIG125,362219,362219,0.362219,,,,
TIG125_362231,LG13,34.09090909,TIG125,362231,362231,0.362231,,,,
TIG125_495696,LG13,34.09090909,TIG125,495696,495696,0.495696,,,,
TIG125_495805,LG13,34.09090909,TIG125,495805,495805,0.495805,,,,
TIG125_495812,LG13,34.09090909,TIG125,495812,495812,0.495812,,,,
TIG125_520819,LG13,34.09090909,TIG125,520819,520819,0.520819,,,,
TIG125_574855,LG13,34.09090909,TIG125,574855,574855,0.574855,,,,
TIG125_574867,LG13,34.09090909,TIG125,574867,574867,0.574867,,,,
TIG125_574875,LG13,34.09090909,TIG125,574875,574875,0.574875,,,,
TIG125_593457,LG13,34.09090909,TIG125,593457,593457,0.593457,,,,
TIG125_660619,LG13,34.09090909,TIG125,660619,660619,0.660619,,,,
TIG125_667639,LG13,34.09090909,TIG125,667639,667639,0.667639,,,,
TIG125_667716,LG13,34.09090909,TIG125,667716,667716,0.667716,,,,
TIG125_681437,LG13,34.09090909,TIG125,681437,681437,0.681437,,,,
TIG125_687245,LG13,34.09090909,TIG125,687245,687245,0.687245,,,,
TIG125_687256,LG13,34.09090909,TIG125,687256,687256,0.687256,,,,
TIG125_687264,LG13,34.09090909,TIG125,687264,687264,0.687264,,,,
TIG125_694142,LG13,34.09090909,TIG125,694142,694142,0.694142,,,,
TIG125_694775,LG13,34.09090909,TIG125,694775,694775,0.694775,,,,
TIG125_694776,LG13,34.09090909,TIG125,694776,694776,0.694776,,,,
TIG125_694780,LG13,34.09090909,TIG125,694780,694780,0.69478,,,,
TIG125_694822,LG13,34.09090909,TIG125,694822,694822,0.694822,,,,
TIG125_695120,LG13,34.09090909,TIG125,695120,695120,0.69512,,,,
TIG125_768008,LG13,34.09090909,TIG125,768008,768008,0.768008,,,,
TIG125_986302,LG13,43.18181818,TIG125,986302,986302,0.986302,,,,
TIG125_986343,LG13,43.18181818,TIG125,986343,986343,0.986343,,,,
TIG125_1009243,LG13,43.18181818,TIG125,1009243,1009243,1.009243,,,,
TIG125_1009252,LG13,43.18181818,TIG125,1009252,1009252,1.009252,,,,
TIG125_1009294,LG13,43.18181818,TIG125,1009294,1009294,1.009294,,,,
TIG125_1009610,LG13,43.18181818,TIG125,1009610,1009610,1.00961,,,,
TIG125_1018400,LG13,43.18181818,TIG125,1018400,1018400,1.0184,,,,
TIG125_1041875,LG13,43.18181818,TIG125,1041875,1041875,1.041875,,,,
TIG125_1057524,LG13,43.18181818,TIG125,1057524,1057524,1.057524,,,,
TIG125_1057803,LG13,43.18181818,TIG125,1057803,1057803,1.057803,,,,
TIG125_1251612,LG13,44.31818182,TIG125,1251612,1251612,1.251612,,,,
TIG125_1251624,LG13,44.31818182,TIG125,1251624,1251624,1.251624,,,,
TIG125_1251636,LG13,44.31818182,TIG125,1251636,1251636,1.251636,,,,
TIG125_1251641,LG13,44.31818182,TIG125,1251641,1251641,1.251641,,,,
TIG125_1251764,LG13,44.31818182,TIG125,1251764,1251764,1.251764,,,,
TIG125_1251790,LG13,44.31818182,TIG125,1251790,1251790,1.25179,,,,
TIG125_1251839,LG13,44.31818182,TIG125,1251839,1251839,1.251839,,,,
TIG125_1616374,LG13,61.36363636,TIG125,1616374,1616374,1.616374,,,,
TIG125_1645070,LG13,61.36363636,TIG125,1645070,1645070,1.64507,,,,
TIG125_1645330,LG13,61.36363636,TIG125,1645330,1645330,1.64533,,,,
TIG125_1697178,LG13,61.36363636,TIG125,1697178,1697178,1.697178,,,,
ENDOFTIG,LG13,NA,TIG125,0,1828184,1.828184,,,,
TIG127_257170,LG13,70.45454545,TIG127,257170,2085354,2.085354,,,,
TIG127_257301,LG13,70.45454545,TIG127,257301,2085485,2.085485,,,,
TIG127_257334,LG13,70.45454545,TIG127,257334,2085518,2.085518,,,,
TIG127_397078,LG13,70.45454545,TIG127,397078,2225262,2.225262,,,,
TIG127_397323,LG13,70.45454545,TIG127,397323,2225507,2.225507,,,,
TIG127_397332,LG13,70.45454545,TIG127,397332,2225516,2.225516,,,,
TIG127_403440,LG13,70.45454545,TIG127,403440,2231624,2.231624,,,,
TIG127_407269,LG13,70.45454545,TIG127,407269,2235453,2.235453,,,,
TIG127_407676,LG13,70.45454545,TIG127,407676,2235860,2.23586,,,,
TIG127_705990,LG13,79.54545455,TIG127,705990,2534174,2.534174,,,,
TIG127_706028,LG13,79.54545455,TIG127,706028,2534212,2.534212,,,,
TIG127_706284,LG13,79.54545455,TIG127,706284,2534468,2.534468,,,,
TIG127_706290,LG13,79.54545455,TIG127,706290,2534474,2.534474,,,,
TIG127_791619,LG13,79.54545455,TIG127,791619,2619803,2.619803,,,,
TIG127_854586,LG13,79.54545455,TIG127,854586,2682770,2.68277,,,,
TIG127_984270,LG13,79.54545455,TIG127,984270,2812454,2.812454,,,,
TIG127_1064919,LG13,79.54545455,TIG127,1064919,2893103,2.893103,,,,
TIG127_1083073,LG13,79.54545455,TIG127,1083073,2911257,2.911257,,,,
TIG127_1117495,LG13,79.54545455,TIG127,1117495,2945679,2.945679,,,,
TIG127_1233915,LG13,79.54545455,TIG127,1233915,3062099,3.062099,,,,
TIG127_1344253,LG13,79.54545455,TIG127,1344253,3172437,3.172437,,,,
TIG127_1438440,LG13,79.54545455,TIG127,1438440,3266624,3.266624,,,,
TIG127_1438458,LG13,79.54545455,TIG127,1438458,3266642,3.266642,,,,
TIG127_1438727,LG13,80.68181818,TIG127,1438727,3266911,3.266911,,,,
ENDOFTIG,LG13,NA,TIG127,0,3299340,3.29934,,,,
TIG131_67012,LG13,86.36363636,TIG131,67012,3366352,3.366352,,,,
TIG131_67041,LG13,86.36363636,TIG131,67041,3366381,3.366381,,,,
TIG131_204481,LG13,86.36363636,TIG131,204481,3503821,3.503821,,,,
TIG131_204537,LG13,86.36363636,TIG131,204537,3503877,3.503877,,,,
TIG131_204570,LG13,87.5,TIG131,204570,3503910,3.50391,,,,
TIG131_204581,LG13,87.5,TIG131,204581,3503921,3.503921,,,,
TIG131_204614,LG13,87.5,TIG131,204614,3503954,3.503954,,,,
TIG131_235885,LG13,88.63636364,TIG131,235885,3535225,3.535225,,,,
TIG131_235943,LG13,88.63636364,TIG131,235943,3535283,3.535283,,,,
TIG131_308880,LG13,93.18181818,TIG131,308880,3608220,3.60822,,,,
TIG131_308896,LG13,93.18181818,TIG131,308896,3608236,3.608236,,,,
TIG131_308984,LG13,93.18181818,TIG131,308984,3608324,3.608324,,,,
